person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
33,57000,RENT,17.0,MEDICAL,A,6000,6.76,0.11,N,8,0
25,41600,MORTGAGE,2.0,VENTURE,B,13750,10.83,0.32,N,2,0
26,46500,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,9.45,0.21,N,2,0
24,75000,RENT,4.0,HOMEIMPROVEMENT,B,20000,12.69,0.27,N,4,0
24,63000,MORTGAGE,8.0,PERSONAL,A,12000,7.9,0.19,N,4,0
24,90000,MORTGAGE,8.0,MEDICAL,B,12000,11.71,0.13,N,3,0
22,70000,MORTGAGE,6.0,PERSONAL,D,3500,15.99,0.05,Y,3,0
28,70000,MORTGAGE,9.0,EDUCATION,A,3000,6.39,0.04,N,8,0
23,48000,MORTGAGE,5.0,VENTURE,B,4200,10.59,0.09,N,2,0
27,45000,RENT,11.0,EDUCATION,B,7500,10.65,0.17,N,6,0
22,53000,RENT,2.0,DEBTCONSOLIDATION,C,6600,13.99,0.12,N,2,0
36,45000,MORTGAGE,3.0,MEDICAL,A,6250,5.79,0.14,N,13,0
43,105201,MORTGAGE,19.0,VENTURE,C,15000,13.57,0.14,N,11,0
40,120000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,6000,6.03,0.05,N,14,0
26,58650,MORTGAGE,7.0,PERSONAL,D,5000,14.11,0.07,N,2,1
22,45000,MORTGAGE,6.0,VENTURE,A,4800,6.03,0.11,N,2,0
25,52000,RENT,2.0,EDUCATION,C,6000,12.87,0.12,Y,2,0
28,39500,RENT,4.0,MEDICAL,A,5000,7.49,0.13,N,5,0
22,30000,RENT,1.0,VENTURE,B,5000,11.14,0.17,N,4,0
24,80000,RENT,0.0,EDUCATION,B,2400,11.36,0.03,N,2,0
23,30000,RENT,7.0,HOMEIMPROVEMENT,A,11000,5.79,0.37,N,3,1
26,36000,RENT,6.0,EDUCATION,A,13000,5.99,0.36,N,3,1
41,67000,MORTGAGE,0.0,PERSONAL,E,10000,17.39,0.15,Y,17,0
32,87000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,7.51,0.11,N,6,0
23,72000,MORTGAGE,7.0,EDUCATION,A,12000,7.51,0.17,N,4,0
33,42000,MORTGAGE,16.0,MEDICAL,A,12000,5.42,0.29,N,5,0
29,65000,MORTGAGE,4.0,PERSONAL,D,24000,14.09,0.37,Y,9,0
27,70000,MORTGAGE,4.0,MEDICAL,A,10000,6.03,0.14,N,7,0
22,45000,MORTGAGE,6.0,VENTURE,A,4200,7.51,0.1,N,3,0
28,50000,RENT,6.0,MEDICAL,A,6325,5.42,0.13,N,8,0
25,39000,RENT,9.0,MEDICAL,D,6600,14.46,0.17,Y,3,1
23,35000,RENT,7.0,EDUCATION,B,5600,12.69,0.16,N,2,0
23,48000,RENT,1.0,MEDICAL,B,4000,10.99,0.08,N,3,0
24,52000,RENT,5.0,VENTURE,A,10000,5.99,0.19,N,4,0
28,30000,RENT,4.0,DEBTCONSOLIDATION,A,8000,8.9,0.27,N,9,1
29,51992,MORTGAGE,7.0,PERSONAL,C,15000,13.98,0.29,Y,8,0
27,60000,MORTGAGE,7.0,EDUCATION,B,6000,10.99,0.1,N,5,0
24,54000,RENT,4.0,HOMEIMPROVEMENT,C,17000,13.99,0.32,Y,4,1
24,40000,RENT,0.0,MEDICAL,B,5000,9.99,0.13,N,4,0
27,28800,RENT,0.0,VENTURE,A,2800,7.88,0.1,N,6,1
24,110000,RENT,8.0,MEDICAL,C,8000,11.22,0.07,Y,3,0
29,75000,RENT,1.0,MEDICAL,B,7200,9.99,0.1,N,10,0
26,30000,RENT,3.0,MEDICAL,B,6000,10.99,0.2,N,3,0
26,55000,MORTGAGE,4.0,VENTURE,A,12500,5.99,0.23,N,2,0
29,48000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,10.36,0.1,N,7,0
25,28800,OWN,2.0,VENTURE,A,9250,8.9,0.32,N,4,0
24,72000,MORTGAGE,7.0,PERSONAL,A,8000,8.49,0.11,N,2,0
39,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,4000,14.96,0.07,Y,11,0
24,90000,MORTGAGE,4.0,EDUCATION,B,5000,10.99,0.06,N,3,0
26,69600,MORTGAGE,9.0,VENTURE,A,5000,7.9,0.07,N,3,0
27,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5000,13.57,0.1,Y,9,0
22,55200,MORTGAGE,7.0,EDUCATION,B,7000,10.65,0.13,N,2,0
41,30000,OWN,2.0,PERSONAL,C,8000,14.22,0.27,N,15,0
38,29120,RENT,0.0,EDUCATION,B,5000,10.99,0.17,N,11,0
26,41600,RENT,3.0,MEDICAL,A,6000,6.03,0.15,N,2,0
22,59500,MORTGAGE,5.0,EDUCATION,C,11000,13.57,0.18,N,2,0
29,61656,RENT,4.0,VENTURE,B,15000,10.36,0.24,N,5,0
26,90000,RENT,2.0,PERSONAL,B,7000,11.71,0.08,N,4,0
27,100000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,16000,6.54,0.16,N,6,0
25,148080,RENT,0.0,HOMEIMPROVEMENT,C,20000,12.29,0.14,Y,4,0
22,40000,RENT,2.0,EDUCATION,B,9000,11.99,0.23,N,3,0
33,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000,11.99,0.2,N,8,0
26,20000,RENT,2.0,VENTURE,A,5000,6.99,0.25,N,4,0
22,40000,OWN,6.0,VENTURE,A,5600,7.9,0.14,N,4,0
26,112689,MORTGAGE,10.0,PERSONAL,B,24000,10.99,0.21,N,3,0
30,55000,MORTGAGE,14.0,PERSONAL,A,10000,7.49,0.18,N,5,0
22,48000,MORTGAGE,0.0,EDUCATION,C,5400,14.35,0.11,N,3,0
26,75000,RENT,10.0,DEBTCONSOLIDATION,C,12000,12.68,0.16,N,4,0
26,70000,RENT,8.0,DEBTCONSOLIDATION,C,5000,13.98,0.07,Y,2,0
24,58650,RENT,4.0,MEDICAL,D,10000,14.09,0.14,Y,4,1
35,33600,RENT,12.0,MEDICAL,A,3000,5.42,0.09,N,7,0
22,49000,RENT,0.0,PERSONAL,D,12000,15.31,0.24,Y,3,1
30,91800,MORTGAGE,13.0,MEDICAL,B,8400,11.99,0.09,N,8,0
24,100000,MORTGAGE,8.0,VENTURE,D,14000,15.62,0.14,N,4,0
32,96000,RENT,6.0,EDUCATION,B,17400,11.71,0.18,N,5,0
23,26000,RENT,1.0,EDUCATION,D,2400,15.65,0.09,Y,4,1
24,99518,MORTGAGE,8.0,PERSONAL,A,8000,7.14,0.08,N,3,0
28,75000,RENT,13.0,DEBTCONSOLIDATION,A,10000,6.92,0.13,N,8,0
44,120000,MORTGAGE,13.0,VENTURE,B,6000,11.71,0.05,N,13,0
50,75000,RENT,0.0,EDUCATION,A,20000,6.91,0.27,N,14,0
26,50000,RENT,2.0,MEDICAL,B,5000,10.38,0.1,N,4,0
25,69743,MORTGAGE,3.0,VENTURE,B,3000,9.91,0.04,N,4,0
28,130000,MORTGAGE,0.0,PERSONAL,D,25000,14.96,0.19,Y,10,0
27,57996,RENT,2.0,EDUCATION,B,4000,10.75,0.07,N,6,0
23,79650,RENT,3.0,PERSONAL,E,6000,16.32,0.09,N,2,1
30,30000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5500,11.49,0.18,N,6,0
26,120000,RENT,0.0,DEBTCONSOLIDATION,B,30000,12.69,0.25,N,2,0
26,40000,RENT,7.0,EDUCATION,B,5400,9.99,0.14,N,4,0
23,84000,RENT,5.0,EDUCATION,A,6000,8.94,0.07,N,2,0
50,37000,MORTGAGE,1.0,PERSONAL,A,7000,8.49,0.19,N,14,1
23,60000,MORTGAGE,7.0,EDUCATION,B,5000,11.36,0.08,N,3,0
22,32000,RENT,1.0,MEDICAL,B,5000,10.36,0.16,N,2,0
21,35004,RENT,0.0,VENTURE,A,11000,8.94,0.31,N,3,0
21,50000,OWN,5.0,VENTURE,C,7000,13.47,0.14,N,2,0
22,62000,MORTGAGE,0.0,EDUCATION,A,6000,7.51,0.1,N,2,0
25,75000,RENT,9.0,MEDICAL,A,9200,6.03,0.12,N,2,0
23,55000,RENT,7.0,EDUCATION,A,10000,8.94,0.18,N,2,0
25,60000,MORTGAGE,9.0,PERSONAL,A,8000,7.14,0.13,N,2,0
46,60000,MORTGAGE,0.0,PERSONAL,B,4800,11.49,0.08,N,16,0
25,35000,RENT,1.0,PERSONAL,D,3500,16.29,0.1,N,2,1
39,50000,OWN,2.0,PERSONAL,A,16800,7.88,0.32,N,17,0
28,70000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,15000,6.03,0.21,N,5,0
23,33600,RENT,4.0,EDUCATION,C,4000,13.72,0.12,N,3,0
29,65000,MORTGAGE,7.0,PERSONAL,A,5000,7.4,0.08,N,9,0
24,70000,RENT,1.0,MEDICAL,C,7000,13.79,0.1,Y,4,0
56,50000,RENT,0.0,PERSONAL,C,3000,13.22,0.06,Y,23,0
27,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,16000,8.94,0.13,N,6,0
25,65000,RENT,0.0,EDUCATION,C,6000,13.35,0.09,N,4,0
29,25000,RENT,1.0,VENTURE,C,5000,12.84,0.2,N,9,0
25,72000,RENT,9.0,HOMEIMPROVEMENT,C,25000,12.99,0.35,Y,4,1
31,26400,RENT,5.0,VENTURE,A,6000,8.59,0.23,N,8,0
22,45000,RENT,2.0,EDUCATION,B,5000,10.0,0.11,N,2,0
34,54990,RENT,1.0,PERSONAL,C,10000,14.72,0.18,Y,6,0
26,96000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,10000,12.73,0.1,Y,4,0
30,38000,OWN,0.0,MEDICAL,C,13250,12.87,0.36,N,8,0
32,35000,OWN,2.0,EDUCATION,B,8000,11.11,0.23,N,6,0
44,150000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,21000,13.49,0.14,Y,11,0
22,25000,RENT,3.0,DEBTCONSOLIDATION,B,9000,10.99,0.37,N,2,1
25,18000,RENT,0.0,MEDICAL,B,1500,11.14,0.08,N,4,0
23,66000,MORTGAGE,4.0,EDUCATION,B,10000,10.62,0.15,N,3,0
46,60000,RENT,1.0,HOMEIMPROVEMENT,C,4800,12.68,0.08,N,13,0
33,40000,MORTGAGE,4.0,PERSONAL,A,10000,7.51,0.25,N,6,0
25,30000,RENT,5.0,MEDICAL,A,5000,6.62,0.17,N,2,0
27,43000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6625,7.66,0.15,N,10,0
21,25000,OWN,1.0,PERSONAL,B,3000,10.99,0.12,N,3,0
46,55900,RENT,2.0,EDUCATION,B,17000,10.37,0.3,N,14,0
27,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,7.49,0.17,N,7,0
26,45000,RENT,1.0,PERSONAL,A,12800,7.51,0.29,N,2,1
28,120000,OWN,12.0,PERSONAL,A,15000,6.03,0.12,N,7,0
24,116664,RENT,8.0,EDUCATION,B,10000,10.75,0.09,N,3,0
26,95000,MORTGAGE,2.0,EDUCATION,B,7000,11.49,0.07,N,4,0
24,48000,MORTGAGE,8.0,VENTURE,B,5000,11.36,0.1,N,2,0
22,75000,MORTGAGE,2.0,EDUCATION,C,20000,12.73,0.27,N,2,0
28,37800,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,5.79,0.19,N,8,0
28,40000,RENT,3.0,EDUCATION,A,7000,8.0,0.17,N,5,0
23,45000,RENT,3.0,EDUCATION,D,8000,15.7,0.18,Y,4,0
25,31200,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.71,0.48,N,3,1
24,72000,MORTGAGE,8.0,PERSONAL,B,12000,11.89,0.17,N,3,0
26,55000,RENT,10.0,VENTURE,B,8000,12.21,0.15,N,4,0
38,85000,RENT,3.0,PERSONAL,C,10000,12.87,0.12,Y,17,0
23,85000,RENT,7.0,EDUCATION,A,10000,7.88,0.12,N,2,0
24,72000,RENT,8.0,PERSONAL,C,15000,12.84,0.21,N,2,0
27,120000,RENT,4.0,MEDICAL,D,12000,15.65,0.1,Y,6,0
26,58195,RENT,3.0,PERSONAL,B,11000,10.0,0.19,N,4,0
26,85000,MORTGAGE,5.0,MEDICAL,A,10000,7.51,0.12,N,2,0
28,192000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,20000,13.48,0.11,Y,8,0
30,50000,RENT,7.0,VENTURE,A,20000,6.54,0.4,N,7,1
21,32000,MORTGAGE,5.0,VENTURE,B,2500,11.99,0.08,N,2,0
27,110000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,6000,14.22,0.05,N,10,0
23,36000,MORTGAGE,7.0,VENTURE,C,10000,14.27,0.28,N,4,1
22,72000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7500,6.39,0.1,N,4,0
41,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5000,12.53,0.14,N,16,0
23,95000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,12000,13.11,0.13,Y,2,0
23,65000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.99,0.15,N,3,0
26,32400,RENT,11.0,DEBTCONSOLIDATION,A,4500,8.9,0.14,N,3,0
21,30000,RENT,0.0,EDUCATION,A,4500,7.66,0.15,N,2,0
23,60000,RENT,5.0,EDUCATION,A,6000,9.32,0.1,N,4,0
24,130000,RENT,1.0,VENTURE,C,15000,14.26,0.11,Y,3,0
23,60000,OWN,7.0,EDUCATION,C,15000,13.16,0.25,Y,4,0
27,60000,RENT,3.0,MEDICAL,C,10000,13.22,0.17,N,9,0
22,60000,MORTGAGE,2.0,MEDICAL,B,15000,10.25,0.25,N,4,0
24,65004,MORTGAGE,8.0,EDUCATION,A,6000,6.03,0.09,N,2,0
56,70000,MORTGAGE,0.0,PERSONAL,A,13000,6.17,0.19,N,24,0
33,60000,MORTGAGE,17.0,EDUCATION,A,2500,7.49,0.04,N,5,0
24,200100,MORTGAGE,8.0,DEBTCONSOLIDATION,A,30000,7.9,0.15,N,4,0
26,42000,RENT,0.0,DEBTCONSOLIDATION,E,7200,16.7,0.17,N,3,1
23,98000,OWN,7.0,VENTURE,A,10000,7.9,0.1,N,4,0
26,45600,MORTGAGE,5.0,MEDICAL,A,1450,6.76,0.03,N,4,0
23,30000,RENT,0.0,EDUCATION,C,7500,11.28,0.25,N,3,0
23,70000,RENT,7.0,DEBTCONSOLIDATION,B,7000,12.69,0.1,N,3,0
22,80000,OWN,1.0,MEDICAL,B,15000,11.49,0.19,N,3,0
26,70000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,4000,15.7,0.06,N,3,0
30,54000,RENT,8.0,PERSONAL,C,10000,13.99,0.19,Y,10,0
28,38500,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,5.42,0.18,N,9,0
29,54000,MORTGAGE,13.0,PERSONAL,C,10000,12.73,0.19,N,9,0
26,120000,RENT,5.0,MEDICAL,B,10000,11.49,0.08,N,3,0
42,44964,RENT,2.0,EDUCATION,A,5600,8.94,0.12,N,11,0
22,38000,MORTGAGE,4.0,VENTURE,A,7800,7.9,0.19,N,2,0
27,140000,MORTGAGE,3.0,MEDICAL,B,8000,11.49,0.06,N,10,0
30,36000,RENT,2.0,MEDICAL,C,5000,12.68,0.14,N,9,0
27,45000,MORTGAGE,6.0,MEDICAL,A,6200,7.29,0.13,N,7,0
28,70000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12500,11.99,0.18,N,5,0
22,25200,RENT,2.0,HOMEIMPROVEMENT,B,10000,11.48,0.4,N,2,1
21,30000,RENT,0.0,DEBTCONSOLIDATION,F,8500,19.04,0.27,Y,2,1
23,36600,MORTGAGE,3.0,EDUCATION,B,3000,10.25,0.08,N,2,0
22,30000,RENT,2.0,VENTURE,D,5000,14.42,0.17,N,3,1
31,42000,RENT,2.0,MEDICAL,A,8000,8.94,0.19,N,9,0
32,45000,RENT,1.0,EDUCATION,B,8000,10.39,0.18,N,6,0
39,160000,MORTGAGE,8.0,VENTURE,A,15000,7.88,0.09,N,11,0
24,35000,RENT,0.0,MEDICAL,C,8000,13.92,0.23,N,3,0
30,54792,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.61,0.09,Y,6,0
22,31200,RENT,4.0,PERSONAL,B,6000,9.99,0.19,N,2,0
26,58000,MORTGAGE,2.0,VENTURE,C,13000,13.11,0.23,N,2,0
25,65000,RENT,6.0,VENTURE,E,15000,15.95,0.23,N,2,0
31,56524,RENT,15.0,HOMEIMPROVEMENT,B,25000,9.91,0.37,N,6,1
21,45000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,10.59,0.33,N,4,0
27,85000,RENT,11.0,DEBTCONSOLIDATION,A,3600,6.99,0.04,N,6,0
28,42000,RENT,9.0,VENTURE,B,12000,10.38,0.29,N,10,0
25,50000,RENT,9.0,EDUCATION,C,2000,13.79,0.04,N,3,0
23,90000,MORTGAGE,7.0,VENTURE,C,6000,12.99,0.07,N,3,0
40,45792,RENT,2.0,PERSONAL,D,16000,13.24,0.37,N,14,1
24,30000,RENT,0.0,MEDICAL,C,7500,13.23,0.25,N,4,0
37,30636,RENT,4.0,MEDICAL,B,10000,10.99,0.33,N,14,1
31,58000,MORTGAGE,2.0,MEDICAL,A,3000,5.42,0.05,N,6,0
29,67000,RENT,13.0,PERSONAL,C,15900,13.04,0.23,Y,9,0
25,53004,RENT,2.0,MEDICAL,B,10000,11.86,0.19,N,4,0
22,45900,RENT,6.0,DEBTCONSOLIDATION,C,8400,13.79,0.18,N,2,0
22,66800,RENT,3.0,PERSONAL,D,9500,16.29,0.14,Y,2,0
36,75000,RENT,2.0,PERSONAL,C,10000,13.49,0.13,N,16,0
27,108000,RENT,3.0,HOMEIMPROVEMENT,D,10000,13.12,0.09,N,10,0
26,40000,MORTGAGE,7.0,PERSONAL,A,10000,5.99,0.25,N,2,0
23,69500,OWN,7.0,VENTURE,B,15000,10.65,0.22,N,4,0
22,49000,RENT,6.0,EDUCATION,B,6000,10.36,0.12,N,3,0
23,55000,MORTGAGE,4.0,EDUCATION,B,3250,10.62,0.06,N,4,0
30,125000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7200,11.71,0.06,N,8,0
23,30000,RENT,3.0,MEDICAL,D,5000,15.99,0.17,Y,3,1
29,85000,MORTGAGE,2.0,PERSONAL,B,15000,10.59,0.18,N,8,0
25,48000,RENT,5.0,HOMEIMPROVEMENT,B,6000,11.49,0.13,N,4,1
26,36000,RENT,3.0,EDUCATION,A,6725,7.9,0.19,N,4,1
26,47000,MORTGAGE,10.0,EDUCATION,A,6000,7.14,0.13,N,4,0
27,60000,MORTGAGE,6.0,MEDICAL,B,4000,10.65,0.07,N,5,0
23,72000,MORTGAGE,3.0,VENTURE,A,10000,7.88,0.14,N,3,0
56,51600,RENT,3.0,PERSONAL,B,15000,10.37,0.29,N,20,0
25,60000,RENT,9.0,PERSONAL,A,7000,7.14,0.12,N,2,0
25,49270,RENT,9.0,HOMEIMPROVEMENT,C,10000,13.22,0.2,Y,4,1
24,30000,RENT,2.0,PERSONAL,B,2000,9.99,0.07,N,2,0
22,54996,RENT,2.0,DEBTCONSOLIDATION,B,2500,11.12,0.05,N,3,0
25,48000,RENT,1.0,EDUCATION,A,4500,7.49,0.09,N,3,0
32,80000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,25000,11.12,0.31,N,7,0
23,50000,OWN,3.0,PERSONAL,A,4900,8.94,0.1,N,2,0
24,60000,OWN,5.0,MEDICAL,A,5000,5.42,0.08,N,2,0
22,91800,MORTGAGE,6.0,MEDICAL,D,16800,15.62,0.17,Y,4,1
27,140987,MORTGAGE,5.0,MEDICAL,A,6450,5.99,0.05,N,11,0
22,43000,RENT,7.0,EDUCATION,C,10000,14.65,0.23,N,4,0
25,110000,MORTGAGE,0.0,VENTURE,A,6000,8.49,0.05,N,4,0
30,48000,MORTGAGE,5.0,VENTURE,B,2500,11.99,0.05,N,5,0
23,24000,RENT,7.0,DEBTCONSOLIDATION,D,3500,14.11,0.14,Y,3,1
31,47000,RENT,0.0,PERSONAL,A,6000,9.63,0.13,N,6,1
31,55000,RENT,3.0,PERSONAL,A,7500,6.03,0.14,N,9,0
25,55000,RENT,2.0,MEDICAL,A,10000,7.88,0.18,N,4,0
32,30000,RENT,0.0,PERSONAL,B,7000,9.99,0.23,N,6,1
29,36000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.36,0.33,N,6,1
27,25200,RENT,2.0,EDUCATION,C,8000,13.23,0.32,N,9,1
22,65000,RENT,0.0,PERSONAL,C,10000,13.49,0.15,N,3,0
38,80000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,21000,10.59,0.26,N,12,0
38,130000,MORTGAGE,1.0,VENTURE,B,30000,9.91,0.23,N,16,0
26,65000,MORTGAGE,10.0,PERSONAL,A,9600,7.49,0.15,N,3,0
23,40000,OWN,2.0,MEDICAL,B,5000,12.53,0.13,N,3,0
30,44000,RENT,2.0,MEDICAL,C,3500,12.23,0.08,Y,9,0
24,38400,RENT,2.0,EDUCATION,A,4500,7.88,0.11,N,3,0
22,75000,RENT,1.0,EDUCATION,B,8000,12.53,0.11,N,2,0
29,120000,MORTGAGE,13.0,MEDICAL,A,10000,7.29,0.08,N,9,0
29,88000,RENT,2.0,EDUCATION,A,10000,6.54,0.11,N,10,0
23,42500,MORTGAGE,8.0,EDUCATION,B,8000,12.21,0.19,N,3,0
22,45000,RENT,3.0,PERSONAL,A,5200,6.99,0.12,N,3,0
24,24996,OWN,0.0,EDUCATION,B,5000,12.69,0.2,N,2,0
32,30000,RENT,7.0,PERSONAL,B,7500,12.42,0.25,N,5,0
22,30996,RENT,2.0,DEBTCONSOLIDATION,A,1500,7.05,0.05,N,2,0
22,250000,MORTGAGE,4.0,EDUCATION,A,10000,7.51,0.04,N,3,0
23,102000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7000,11.66,0.07,N,3,0
31,42500,RENT,0.0,MEDICAL,B,3500,9.99,0.08,N,7,0
24,100800,MORTGAGE,6.0,VENTURE,B,12000,12.67,0.12,N,3,0
27,55000,RENT,3.0,DEBTCONSOLIDATION,C,7500,13.22,0.14,N,5,0
22,60000,MORTGAGE,6.0,VENTURE,A,3000,7.66,0.05,N,2,0
29,60000,RENT,2.0,HOMEIMPROVEMENT,C,12000,12.23,0.2,Y,8,0
23,45000,RENT,0.0,PERSONAL,A,8000,8.94,0.18,N,3,0
24,75000,MORTGAGE,8.0,EDUCATION,A,4000,7.29,0.05,N,3,0
32,30000,RENT,4.0,MEDICAL,A,5000,7.9,0.17,N,9,0
32,60000,RENT,2.0,PERSONAL,C,12000,13.22,0.2,N,6,0
24,45000,OWN,5.0,VENTURE,A,5000,7.88,0.11,N,3,0
22,60000,MORTGAGE,6.0,EDUCATION,A,12000,7.9,0.2,N,4,0
23,100000,MORTGAGE,6.0,EDUCATION,A,12000,8.94,0.12,N,2,0
60,45000,RENT,1.0,PERSONAL,C,8000,12.99,0.18,N,21,0
22,50000,RENT,6.0,EDUCATION,C,6000,12.53,0.12,Y,2,0
31,70000,MORTGAGE,4.0,VENTURE,A,10000,7.49,0.14,N,6,0
23,42000,RENT,3.0,DEBTCONSOLIDATION,A,4500,7.51,0.11,N,4,0
29,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.99,0.19,N,9,0
43,36000,MORTGAGE,0.0,MEDICAL,A,5000,5.42,0.14,N,17,0
25,62000,RENT,0.0,PERSONAL,D,7500,15.05,0.12,N,3,1
35,57768,MORTGAGE,5.0,PERSONAL,B,13000,10.37,0.22,N,6,0
22,45000,OWN,2.0,EDUCATION,A,4200,5.79,0.1,N,3,0
24,85000,MORTGAGE,0.0,VENTURE,A,8000,5.99,0.1,N,4,0
24,133000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3000,8.0,0.02,N,2,0
24,99996,MORTGAGE,8.0,EDUCATION,A,10000,5.42,0.1,N,4,0
23,34000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,10000,14.54,0.29,N,2,1
49,110000,MORTGAGE,11.0,PERSONAL,A,3600,6.03,0.03,N,15,0
28,42000,RENT,2.0,VENTURE,B,5000,10.59,0.12,N,7,0
23,51996,MORTGAGE,6.0,VENTURE,A,6000,7.88,0.12,N,2,0
23,39000,RENT,1.0,EDUCATION,C,12000,13.22,0.31,Y,3,1
31,75000,MORTGAGE,5.0,EDUCATION,B,15000,11.99,0.2,N,10,0
38,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000,5.99,0.25,N,16,0
22,60000,MORTGAGE,6.0,MEDICAL,B,10000,11.12,0.17,N,3,0
24,62800,RENT,5.0,MEDICAL,E,20000,17.04,0.32,N,2,1
22,82500,MORTGAGE,6.0,VENTURE,A,11500,7.51,0.14,N,3,0
25,70000,RENT,4.0,EDUCATION,C,20000,14.27,0.29,N,4,0
23,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,8000,7.9,0.16,N,3,0
23,38220,MORTGAGE,7.0,MEDICAL,B,14400,10.99,0.4,N,4,0
23,50000,RENT,5.0,PERSONAL,A,10000,7.88,0.2,N,4,0
30,110000,RENT,14.0,MEDICAL,A,12000,8.94,0.11,N,6,0
23,60000,RENT,7.0,EDUCATION,A,7000,7.14,0.12,N,2,0
23,56000,RENT,3.0,VENTURE,B,9500,9.7,0.17,N,3,0
24,45000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,12000,6.62,0.27,N,4,0
31,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,15000,6.03,0.2,N,8,0
30,50000,RENT,2.0,VENTURE,C,4000,12.53,0.08,N,10,0
23,70000,RENT,1.0,DEBTCONSOLIDATION,A,3600,7.49,0.05,N,3,0
25,75000,OWN,9.0,VENTURE,A,10000,9.63,0.13,N,3,0
32,40000,RENT,16.0,EDUCATION,A,8000,7.29,0.2,N,8,0
32,83000,MORTGAGE,4.0,EDUCATION,D,25000,15.95,0.3,Y,9,0
29,42000,RENT,0.0,PERSONAL,D,14000,14.96,0.35,N,7,1
24,88296,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,11.58,0.17,N,4,0
33,65000,RENT,2.0,HOMEIMPROVEMENT,B,3200,11.71,0.05,N,5,0
24,56000,RENT,2.0,MEDICAL,C,9000,12.87,0.16,N,2,0
29,50000,OWN,13.0,VENTURE,A,20000,6.54,0.4,N,9,0
30,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4000,10.25,0.08,N,9,0
23,45000,RENT,3.0,MEDICAL,B,10000,10.37,0.22,N,3,0
33,60000,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.29,0.05,N,7,0
29,70000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,10000,14.26,0.14,Y,8,0
21,57000,RENT,3.0,EDUCATION,A,13000,5.42,0.23,N,4,0
31,140000,RENT,2.0,VENTURE,A,8400,6.99,0.06,N,10,0
31,172000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,6.91,0.09,N,9,0
31,83500,RENT,3.0,VENTURE,B,3500,11.83,0.04,N,5,0
28,70000,MORTGAGE,12.0,EDUCATION,A,3500,6.62,0.05,N,7,0
21,140000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,18000,6.91,0.13,N,3,0
26,60000,MORTGAGE,6.0,PERSONAL,A,12000,7.29,0.2,N,2,0
38,65000,RENT,3.0,DEBTCONSOLIDATION,C,3100,13.49,0.05,Y,17,0
22,50000,MORTGAGE,6.0,VENTURE,A,6000,7.9,0.12,N,3,0
26,66300,RENT,4.0,DEBTCONSOLIDATION,A,6000,6.92,0.09,N,3,0
43,56100,RENT,0.0,MEDICAL,C,20000,13.47,0.39,N,16,1
